athlete;gender;timestamp;distance (m);elapsed time (s);elevation gain (m);average heart rate (bpm)
20653961;M;26.08.19;12153.3;3483;34.0;122.1
20653961;M;24.08.19;18065.9;7287;1126.0;145.1
20653961;M;22.08.19;12131.6;3543;28.0;120.4
20653961;M;21.08.19;14345.2;4035;32.0;133.4
20653961;M;19.08.19;12375.9;3569;23.0;122.5
20653961;M;16.08.19;11116.2;7719;823.0;104.1
20653961;M;14.08.19;10142.8;3016;34.0;124.9
20653961;M;10.08.19;51275.2;28029;3834.0;139.3
20653961;M;10.08.19;1212.2;540;30.0;129.1
20653961;M;09.08.19;5024.6;1900;71.0;120.7
20653961;M;07.08.19;7789.9;2568;15.0;116.1
20653961;M;04.08.19;8593.3;4387;705.0;126.9
20653961;M;03.08.19;9055.8;2716;206.0;135.0
20653961;M;27.07.19;16037.7;6785;934.0;123.3
20653961;M;26.07.19;16093.9;5010;512.0;123.0
20653961;M;24.07.19;9410.5;2883;42.0;127.8
20653961;M;20.07.19;41868.7;18166;2517.0;140.4
20653961;M;20.07.19;1899.8;655;32.0;111.4
20653961;M;20.07.19;1571.6;569;8.0;128.8
20653961;M;19.07.19;5677.3;1721;16.0;117.1
20653961;M;17.07.19;9031.2;2702;26.0;119.2
20653961;M;16.07.19;10407.2;2991;30.0;118.9
20653961;M;14.07.19;12110.0;3519;28.0;116.4
20653961;M;13.07.19;17645.1;10408;1248.0;105.1
20653961;M;11.07.19;11754.1;3432;123.0;
20653961;M;10.07.19;12182.2;3388;37.0;132.3
20653961;M;07.07.19;18212.1;14554;1754.0;112.1
20653961;M;06.07.19;15934.7;5062;478.0;125.1
20653961;M;04.07.19;15138.8;4665;241.0;119.0
20653961;M;03.07.19;14754.8;4002;49.0;132.1
20653961;M;02.07.19;11765.7;3440;23.0;115.9
20653961;M;30.06.19;12145.0;3542;36.0;117.5
20653961;M;27.06.19;1535.6;493;3.0;131.7
20653961;M;27.06.19;22638.9;7197;724.0;144.4
20653961;M;25.06.19;12860.1;3744;37.0;129.4
20653961;M;24.06.19;2936.7;1149;3.0;83.9
20653961;M;21.06.19;10874.6;2776;33.0;136.6
20653961;M;21.06.19;3499.8;1236;31.0;109.8
20653961;M;19.06.19;14060.2;4582;222.0;113.7
20653961;M;17.06.19;11041.0;3309;42.0;113.9
20653961;M;16.06.19;21934.3;9543;1421.0;125.3
20653961;M;14.06.19;17929.5;5346;490.0;123.3
20653961;M;12.06.19;3291.6;1464;10.0;86.2
20653961;M;12.06.19;13759.5;3523;47.0;129.2
20653961;M;10.06.19;23156.0;9394;445.0;
20653961;M;09.06.19;8893.0;4394;90.0;
20653961;M;08.06.19;19908.2;12406;1513.0;
20653961;M;05.06.19;9927.7;2870;38.0;110.3
20653961;M;01.06.19;40245.5;16617;2077.0;130.8
20653961;M;01.06.19;1335.7;587;19.0;99.1
20653961;M;01.06.19;1518.5;582;19.0;114.1
20653961;M;31.05.19;40157.2;15906;2158.0;140.3
20653961;M;31.05.19;1251.1;495;28.0;106.7
20653961;M;31.05.19;1621.2;588;19.0;105.4
20653961;M;30.05.19;5483.7;1711;12.0;127.2
20653961;M;28.05.19;9864.9;2727;49.0;121.5
20653961;M;26.05.19;9873.8;2871;26.0;113.2
20653961;M;25.05.19;18150.6;9251;1115.0;111.5
20653961;M;23.05.19;14631.4;4035;75.0;125.2
20653961;M;22.05.19;4393.6;2692;17.0;81.3
20653961;M;20.05.19;9900.9;2756;32.0;116.9
20653961;M;19.05.19;16761.3;6930;1133.0;129.7
20653961;M;18.05.19;21151.2;11363;1578.0;115.1
20653961;M;15.05.19;13757.8;3793;46.0;129.6
20653961;M;13.05.19;9388.3;2850;34.0;116.2
20653961;M;12.05.19;23214.9;7431;1333.0;150.1
20653961;M;12.05.19;2010.1;756;52.0;104.3
20653961;M;12.05.19;1665.3;597;10.0;134.2
20653961;M;11.05.19;6214.4;1863;61.0;115.2
20653961;M;10.05.19;11976.3;3606;32.0;123.2
20653961;M;08.05.19;9558.7;2676;24.0;119.0
20653961;M;06.05.19;12110.6;3399;64.0;121.8
20653961;M;05.05.19;12831.5;4709;573.0;118.2
20653961;M;03.05.19;26750.6;11951;1726.0;119.4
20653961;M;02.05.19;11661.9;3069;34.0;127.6
20653961;M;29.04.19;9953.9;3104;186.0;123.3
20653961;M;28.04.19;27126.4;11109;1756.0;128.0
20653961;M;27.04.19;12894.2;3503;43.0;130.6
20653961;M;25.04.19;10107.1;3002;104.0;111.6
20653961;M;22.04.19;20601.5;13735;1539.0;112.8
20653961;M;21.04.19;20416.5;6516;1207.0;154.2
20653961;M;21.04.19;2372.4;835;20.0;104.6
20653961;M;21.04.19;1726.0;598;4.0;129.2
20653961;M;20.04.19;7396.7;2273;47.0;112.5
20653961;M;18.04.19;8637.7;2495;61.0;122.4
20653961;M;15.04.19;10907.4;3236;120.0;120.1
20653961;M;14.04.19;25253.9;11001;568.0;105.2
20653961;M;13.04.19;26084.9;10985;1442.0;116.4
20653961;M;12.04.19;11674.0;3563;171.0;123.6
20653961;M;11.04.19;12955.0;3421;142.0;130.0
20653961;M;09.04.19;11091.0;3441;179.0;122.8
20653961;M;06.04.19;16876.8;4321;435.0;156.5
20653961;M;06.04.19;3646.1;1285;39.0;106.6
20653961;M;06.04.19;1771.4;603;4.0;132.1
20653961;M;03.04.19;9964.8;2733;63.0;120.6
20653961;M;31.03.19;22077.3;7839;1489.0;155.0
20653961;M;31.03.19;3090.8;1132;64.0;114.5
20653961;M;31.03.19;1658.6;605;6.0;126.4
20653961;M;30.03.19;5951.8;1828;37.0;115.7
20653961;M;28.03.19;9157.3;2540;56.0;123.6
20653961;M;27.03.19;5035.9;2262;142.0;
20653961;M;25.03.19;10555.8;2886;110.0;118.4
20653961;M;22.03.19;11006.3;3315;183.0;117.3
20653961;M;21.03.19;24193.2;9238;1417.0;130.4
20653961;M;19.03.19;15650.5;9003;1459.0;121.5
20653961;M;18.03.19;18218.0;5701;267.0;116.6
20653961;M;17.03.19;10931.5;3271;112.0;119.5
20653961;M;16.03.19;20708.9;9238;1330.0;126.9
20653961;M;14.03.19;13405.7;3544;148.0;131.8
20653961;M;13.03.19;5797.2;2611;16.0;125.2
20653961;M;13.03.19;10632.7;3154;123.0;120.5
20653961;M;09.03.19;41908.8;17619;2632.0;139.9
20653961;M;09.03.19;2561.2;937;18.0;113.8
20653961;M;09.03.19;1680.1;639;3.0;94.2
20653961;M;08.03.19;5987.9;1762;21.0;113.9
20653961;M;06.03.19;8779.9;2502;70.0;121.1
20653961;M;03.03.19;1282.1;593;10.0;94.7
20653961;M;03.03.19;5147.6;1384;72.0;131.0
20653961;M;03.03.19;2301.8;853;19.0;110.5
20653961;M;02.03.19;13266.6;3788;71.0;128.2
20653961;M;01.03.19;21438.0;8777;1168.0;121.9
20653961;M;28.02.19;13368.6;4040;194.0;122.0
20653961;M;27.02.19;5043.6;2329;77.0;87.8
20653961;M;25.02.19;12528.5;3739;165.0;123.2
20653961;M;24.02.19;11715.7;3480;177.0;125.8
20653961;M;22.02.19;18653.5;9235;1334.0;133.2
20653961;M;20.02.19;10108.3;3340;114.0;104.8
20653961;M;17.02.19;48377.8;16808;1501.0;144.9
20653961;M;17.02.19;1521.9;659;32.0;94.4
20653961;M;16.02.19;4764.7;1688;24.0;107.5
20653961;M;13.02.19;8807.8;2621;49.0;119.7
20653961;M;09.02.19;28361.5;10570;636.0;116.7
20653961;M;08.02.19;8884.9;4154;218.0;93.4
20653961;M;06.02.19;10000.3;3282;357.0;123.4
20653961;M;04.02.19;10577.6;3065;116.0;116.1
20653961;M;03.02.19;8692.8;1924;16.0;166.3
20653961;M;03.02.19;1828.3;634;3.0;102.7
20653961;M;02.02.19;6289.5;2225;19.0;120.0
20653961;M;30.01.19;6512.6;2510;17.0;
20653961;M;29.01.19;11907.7;3489;78.0;119.9
20653961;M;26.01.19;19686.1;8151;640.0;110.7
20653961;M;24.01.19;13222.1;3703;29.0;139.7
20653961;M;21.01.19;9525.3;3424;117.0;96.0
20653961;M;20.01.19;20651.7;8565;1087.0;128.1
20653961;M;17.01.19;13111.7;3527;34.0;130.1
20653961;M;14.01.19;10434.6;3214;114.0;121.6
20653961;M;13.01.19;3672.7;1562;21.0;117.1
20653961;M;13.01.19;1742.6;623;2.0;120.7
20653961;M;12.01.19;8241.4;2520;35.0;115.0
20653961;M;09.01.19;5481.5;2680;10.0;101.8
20653961;M;08.01.19;14099.3;3940;59.0;123.3
20653961;M;07.01.19;9669.5;2820;126.0;123.0
20653961;M;06.01.19;17445.3;6340;601.0;114.2
20653961;M;03.01.19;14359.1;3877;33.0;133.1
20653961;M;02.01.19;7283.4;3508;132.0;97.4
20653961;M;02.01.19;12658.0;3973;195.0;121.7
20653961;M;31.12.18;8797.4;2791;46.0;114.2
20653961;M;30.12.18;28520.2;9101;437.0;122.3
20653961;M;27.12.18;12584.1;3423;35.0;136.0
20653961;M;26.12.18;12863.9;3542;119.0;119.9
20653961;M;24.12.18;12778.4;3792;124.0;126.1
20653961;M;23.12.18;13946.7;4581;189.0;122.8
20653961;M;20.12.18;11504.3;3675;346.0;
20653961;M;19.12.18;1917.2;364;0.0;
20653961;M;19.12.18;3269.8;1015;0.0;
20653961;M;18.12.18;10874.8;3477;123.0;124.8
20653961;M;16.12.18;16000.3;5621;259.0;117.9
20653961;M;14.12.18;19813.3;6158;371.0;122.8
20653961;M;13.12.18;13515.1;3819;40.0;123.2
20653961;M;09.12.18;25014.5;8321;390.0;122.0
20653961;M;07.12.18;12136.0;3473;41.0;130.0
20653961;M;06.12.18;8840.4;3189;19.0;99.5
20653961;M;05.12.18;12538.1;3557;32.0;119.8
20653961;M;03.12.18;16978.3;5282;321.0;123.6
20653961;M;02.12.18;3970.1;817;3.0;173.7
20653961;M;02.12.18;2796.9;1203;8.0;118.7
20653961;M;30.11.18;7698.7;3256;134.0;105.7
20653961;M;29.11.18;13599.9;3742;43.0;134.2
20653961;M;27.11.18;12817.0;3710;141.0;123.3
20653961;M;25.11.18;18198.5;5766;275.0;127.7
20653961;M;20.11.18;14627.7;4031;63.0;136.5
20653961;M;19.11.18;14698.1;4191;62.0;124.1
20653961;M;17.11.18;10954.1;3365;180.0;121.8
20653961;M;14.11.18;2690.7;790;2.0;141.5
20653961;M;14.11.18;8184.3;2227;1.0;133.1
20653961;M;12.11.18;12459.8;3613;32.0;124.3
20653961;M;07.11.18;5937.2;2030;0.0;
20653961;M;31.10.18;5690.8;2587;3.0;
20653961;M;21.10.18;78033.1;31569;3330.0;136.0
20653961;M;21.10.18;2395.2;943;0.0;107.2
20653961;M;20.10.18;4301.2;1421;105.0;120.7
20653961;M;17.10.18;4850.4;2573;4.0;
20653961;M;17.10.18;8173.7;2284;29.0;122.6
20653961;M;15.10.18;5640.8;2243;69.0;86.3
20653961;M;11.10.18;9533.6;2663;27.0;121.2
20653961;M;10.10.18;5111.3;2055;22.0;
20653961;M;09.10.18;12438.9;3595;42.0;114.5
20653961;M;07.10.18;12701.7;3170;376.0;154.0
20653961;M;06.10.18;16745.6;3897;287.0;161.1
20653961;M;06.10.18;3308.4;1241;18.0;122.2
20653961;M;06.10.18;2198.3;501;13.0;148.0
20653961;M;06.10.18;1955.8;741;4.0;100.1
20653961;M;05.10.18;4534.7;1384;45.0;111.1
20653961;M;03.10.18;12826.4;3611;30.0;123.8
20653961;M;02.10.18;12593.9;3723;329.0;122.1
20653961;M;30.09.18;15348.8;4267;332.0;159.5
20653961;M;30.09.18;3938.4;1388;40.0;121.6
20653961;M;29.09.18;6206.6;1759;14.0;121.8
20653961;M;28.09.18;14705.6;4061;47.0;141.3
20653961;M;26.09.18;4094.3;2314;9.0;
20653961;M;26.09.18;16824.7;4846;77.0;126.4
20653961;M;24.09.18;20004.8;6263;141.0;107.5
20653961;M;23.09.18;26616.2;11178;1413.0;129.4
20653961;M;22.09.18;15926.2;4998;567.0;130.6
20653961;M;21.09.18;11186.8;3560;288.0;119.7
20653961;M;19.09.18;16947.9;4620;54.0;133.2
20653961;M;18.09.18;11502.4;3458;39.0;117.8
20653961;M;17.09.18;24841.0;15681;1571.6;107.1
20653961;M;14.09.18;12529.1;3771;32.0;116.6
20653961;M;13.09.18;13659.2;4081;482.0;136.5
20653961;M;12.09.18;4332.5;2010;4.0;
20653961;M;12.09.18;12436.6;3792;40.0;111.9
20653961;M;11.09.18;11811.5;3368;58.0;140.7
20653961;M;09.09.18;14934.6;4170;56.0;128.9
20653961;M;08.09.18;3876.8;1117;1.0;133.1
20653961;M;08.09.18;4457.7;1592;19.0;103.7
20653961;M;05.09.18;5183.3;1821;47.0;104.8
20653961;M;03.09.18;12120.2;3859;28.0;111.2
20653961;M;24.08.18;76383.9;37933;4522.0;133.7
20653961;M;21.08.18;5639.4;1758;18.0;108.4
20653961;M;19.08.18;11206.2;4268;132.0;99.5
20653961;M;16.08.18;15002.6;4259;46.0;125.0
20653961;M;15.08.18;9888.9;3173;27.0;
20653961;M;12.08.18;26153.7;15215;1684.0;110.2
20653961;M;09.08.18;15182.4;4096;55.0;130.3
20653961;M;07.08.18;4499.5;1942;388.0;135.6
20653961;M;04.08.18;46462.4;30707;2754.0;110.3
20653961;M;28.07.18;42758.2;13907;2287.0;146.8
20653961;M;28.07.18;1883.8;775;32.0;103.6
20653961;M;27.07.18;8321.1;3178;27.0;94.2
20653961;M;25.07.18;8002.3;2705;33.0;120.4
20653961;M;23.07.18;9537.8;3176;34.0;105.3
20653961;M;22.07.18;8643.1;2932;405.0;132.5
20653961;M;21.07.18;9425.7;2874;202.0;123.2
20653961;M;18.07.18;13255.4;4522;140.0;108.0
20653961;M;14.07.18;41194.4;14723;2237.0;157.2
20653961;M;14.07.18;1659.3;666;3.0;102.3
20653961;M;13.07.18;5654.3;1917;10.0;98.8
20653961;M;12.07.18;5617.9;1914;13.0;107.6
20653961;M;10.07.18;4418.4;1209;2.0;142.9
20653961;M;10.07.18;5008.8;1742;42.0;110.8
20653961;M;05.07.18;12119.0;3619;512.0;140.9
20653961;M;02.07.18;5536.4;1824;13.0;107.7
20653961;M;01.07.18;15055.8;4018;489.0;164.1
20653961;M;01.07.18;5380.6;1996;86.0;120.9
20653961;M;30.06.18;4580.1;1498;22.0;116.8
20653961;M;29.06.18;22715.3;13059;227.0;115.1
20653961;M;27.06.18;9780.8;3427;84.0;104.5
20653961;M;26.06.18;12553.5;8452;658.0;96.4
20653961;M;25.06.18;13645.0;3684;46.0;139.2
20653961;M;20.06.18;30503.6;18655;1715.0;115.1
20653961;M;16.06.18;12980.1;4211;815.0;160.5
20653961;M;16.06.18;1941.7;722;13.0;106.4
20653961;M;16.06.18;3382.3;735;13.0;154.3
20653961;M;16.06.18;2049.2;675;4.0;114.1
20653961;M;15.06.18;4857.0;1649;16.0;96.9
20653961;M;14.06.18;4588.8;1506;174.0;133.6
20653961;M;14.06.18;3193.9;1164;66.0;106.4
20653961;M;10.06.18;23490.2;10867;1719.0;146.5
20653961;M;10.06.18;2311.4;853;34.0;113.1
20653961;M;08.06.18;10739.3;3805;125.0;102.6
20653961;M;06.06.18;3198.7;1053;3.0;
20653961;M;06.06.18;2409.1;664;1.0;
20653961;M;06.06.18;4783.8;1822;50.0;
20653961;M;03.06.18;11371.5;4333;832.0;
20653961;M;03.06.18;3802.4;1937;80.0;
20653961;M;02.06.18;4692.4;1558;122.0;
20653961;M;30.05.18;12702.1;4512;263.0;119.3
20653961;M;27.05.18;10995.3;4494;118.0;95.1
20653961;M;25.05.18;11974.1;4348;881.0;143.6
20653961;M;23.05.18;12284.1;3680;44.0;121.1
20653961;M;20.05.18;8767.2;2377;309.0;165.3
20653961;M;20.05.18;4034.3;1386;28.0;117.6
20653961;M;18.05.18;14063.8;4752;462.0;128.1
20653961;M;16.05.18;11215.5;3810;145.0;98.5
20653961;M;12.05.18;40011.4;17169;2094.0;137.4
20653961;M;11.05.18;40498.5;16035;2141.0;148.0
20653961;M;08.05.18;10610.6;2914;36.0;126.7
20653961;M;06.05.18;7648.8;2916;62.0;98.7
20653961;M;04.05.18;11480.4;3797;94.0;
20653961;M;03.05.18;8033.2;2477;147.0;121.9
20653961;M;29.04.18;23709.8;13566;1765.0;111.2
20653961;M;28.04.18;14501.0;4623;475.0;130.0
20653961;M;26.04.18;18981.4;5374;212.0;122.9
20653961;M;24.04.18;6145.6;1596;3.0;147.6
20653961;M;24.04.18;4367.1;1343;42.0;113.8
20653961;M;23.04.18;10634.2;3328;171.0;112.6
20653961;M;18.04.18;10308.2;3174;18.0;126.9
20653961;M;17.04.18;14498.6;3939;61.0;133.0
20653961;M;15.04.18;3966.4;1227;15.0;110.5
20653961;M;15.04.18;15422.9;3962;377.0;160.4
20653961;M;15.04.18;2545.1;820;7.0;109.7
20653961;M;13.04.18;10012.3;3397;314.0;122.0
20653961;M;12.04.18;5505.3;1681;12.0;119.6
20653961;M;11.04.18;20905.7;15995;1831.0;120.4
20653961;M;10.04.18;16039.0;4718;356.0;
20653961;M;09.04.18;12902.5;3712;177.0;131.3
20653961;M;08.04.18;5631.4;1814;13.0;109.3
20653961;M;06.04.18;29956.0;17194;2203.0;122.2
20653961;M;05.04.18;12499.0;3770;192.0;129.7
20653961;M;03.04.18;13114.3;3530;46.0;130.1
20653961;M;02.04.18;14274.1;5068;504.0;121.0
20653961;M;25.03.18;21963.5;8815;1571.0;
20653961;M;25.03.18;2488.3;1022;63.0;
20653961;M;24.03.18;5639.0;1672;15.0;120.0
20653961;M;22.03.18;8709.4;2752;49.0;124.4
20653961;M;20.03.18;9587.8;2685;28.0;122.7
20653961;M;17.03.18;14175.0;4970;713.0;127.9
20653961;M;16.03.18;14918.2;4589;478.0;127.0
20653961;M;14.03.18;7861.4;3285;195.0;105.5
20653961;M;12.03.18;6718.3;2041;14.0;113.0
20653961;M;11.03.18;20856.2;6572;1090.0;158.4
20653961;M;11.03.18;1907.5;797;13.0;100.4
20653961;M;09.03.18;12165.9;3390;32.0;116.7
20653961;M;07.03.18;7140.4;3687;1.0;95.0
20653961;M;06.03.18;13118.4;3989;356.0;126.6
20653961;M;04.03.18;8815.5;3206;39.0;93.5
20653961;M;03.03.18;14653.9;4901;329.0;123.5
20653961;M;01.03.18;12334.9;3604;41.0;116.0
20653961;M;28.02.18;11432.4;3892;21.0;119.8
20653961;M;26.02.18;9368.9;2797;33.0;111.7
20653961;M;25.02.18;9453.2;2088;42.0;170.5
20653961;M;25.02.18;3424.7;1543;13.0;123.0
20653961;M;25.02.18;5116.0;1951;38.0;
20653961;M;23.02.18;6503.6;2217;42.0;105.8
20653961;M;19.02.18;5643.8;1879;17.0;107.9
20653961;M;18.02.18;22149.8;11220;1543.0;
20653961;M;17.02.18;11048.6;2899;33.0;130.9
20653961;M;14.02.18;13812.2;4112;0.0;122.0
20653961;M;14.02.18;6273.8;1854;20.0;117.9
20653961;M;12.02.18;9468.0;2479;27.0;131.0
20653961;M;11.02.18;8000.0;1936;0;
20653961;M;10.02.18;5192.7;1504;20.0;123.5
20653961;M;07.02.18;9337.0;3099;0.0;111.4
20653961;M;05.02.18;9537.3;2551;33.0;125.3
20653961;M;04.02.18;8539.5;1787;31.0;168.7
20653961;M;04.02.18;3077.2;1288;13.0;107.4
20653961;M;02.02.18;9454.0;2488;29.0;127.2
20653961;M;31.01.18;10305.6;3901;3.0;113.3
20653961;M;28.01.18;20608.8;8115;626.0;111.0
20653961;M;26.01.18;15252.8;4651;310.0;129.0
20653961;M;25.01.18;12755.8;3382;34.0;134.4
20653961;M;23.01.18;10228.0;2826;34.0;126.4
20653961;M;22.01.18;9485.2;2441;31.0;130.4
20653961;M;21.01.18;10709.9;4498;206.0;101.8
20653961;M;18.01.18;12510.4;3649;35.0;121.8
20653961;M;17.01.18;11314.1;3601;361.0;133.2
20653961;M;13.01.18;11525.1;2865;43.0;134.2
20653961;M;12.01.18;12533.9;3342;35.0;134.5
20653961;M;10.01.18;6304.1;1891;12.0;135.6
20653961;M;10.01.18;3315.7;1270;3.0;93.4
20653961;M;08.01.18;13353.2;3496;36.0;131.3
20653961;M;07.01.18;12762.1;2696;93.0;166.9
20653961;M;07.01.18;3484.3;1260;31.0;115.3
20653961;M;06.01.18;5564.3;1685;18.0;112.5
20653961;M;05.01.18;1620.1;312;1.0;160.6
20653961;M;05.01.18;5044.1;1608;31.0;117.2
20653961;M;31.12.17;11109.9;4247;149.0;96.0
20653961;M;30.12.17;17717.3;9014;1246.0;120.3
20653961;M;29.12.17;8713.3;3931;243.0;94.9
20653961;M;28.12.17;8502.0;2402;33.0;127.0
20653961;M;27.12.17;9694.4;2641;42.0;128.8
20653961;M;26.12.17;10800.0;3022;0.0;
20653961;M;24.12.17;5469.1;1722;19.0;102.2
20653961;M;23.12.17;12466.5;2682;85.0;165.9
20653961;M;23.12.17;2902.7;1313;45.0;107.5
20653961;M;22.12.17;5638.3;1809;40.0;109.9
20653961;M;20.12.17;11899.0;3530;0.0;119.7
20653961;M;19.12.17;8116.7;2678;145.0;123.5
20653961;M;18.12.17;9614.2;2540;36.0;131.8
20653961;M;16.12.17;12843.8;3510;36.0;138.4
20653961;M;13.12.17;8806.7;2553;5.0;119.1
20653961;M;12.12.17;12614.2;3296;38.0;135.6
20653961;M;10.12.17;15182.2;3439;124.0;164.0
20653961;M;10.12.17;3217.0;1307;25.0;122.6
20653961;M;08.12.17;9501.3;2468;29.0;129.9
20653961;M;06.12.17;11946.2;3648;1.0;115.0
20653961;M;03.12.17;18390.8;7855;349.0;94.7
20653961;M;01.12.17;13299.5;3606;46.0;126.0
20653961;M;30.11.17;8442.7;3096;168.0;122.4
20653961;M;29.11.17;7604.1;2114;20.0;131.0
20653961;M;29.11.17;3725.5;1170;17.0;107.2
20653961;M;28.11.17;10426.1;2801;41.0;128.1
20653961;M;27.11.17;6215.8;1922;27.0;108.7
20653961;M;26.11.17;7578.9;1594;13.0;168.9
20653961;M;25.11.17;5339.7;1902;30.0;106.8
20653961;M;23.11.17;9989.3;2706;39.0;127.6
20653961;M;22.11.17;7258.0;1997;2.0;145.4
20653961;M;22.11.17;2924.8;1102;0.0;93.9
20653961;M;20.11.17;6646.2;1927;25.0;113.8
20653961;M;19.11.17;16422.8;4256;615.0;165.2
20653961;M;18.11.17;3474.9;1431;15.0;93.9
20653961;M;16.11.17;8284.7;3055;234.0;124.6
20653961;M;15.11.17;6838.3;2426;0.0;106.7
20653961;M;13.11.17;11919.8;3291;36.0;124.3
20653961;M;12.11.17;6500.4;2603;59.0;99.6
20653961;M;10.11.17;11160.4;3291;4.0;117.4
20653961;M;08.11.17;10339.0;3441;2.0;114.0
20653961;M;06.11.17;4007.0;1382;17.0;
20653961;M;05.11.17;17748.9;12059;1081.0;88.4
20653961;M;04.11.17;23463.1;20200;1462.0;91.9
20653961;M;03.11.17;7925.6;2748;29.0;115.0
20653961;M;02.11.17;12129.6;3572;35.0;122.9
20653961;M;01.11.17;1993.0;367;0.0;165.4
20653961;M;01.11.17;2956.9;1145;32.0;98.2
20653961;M;30.10.17;9324.2;2499;28.0;123.0
20653961;M;29.10.17;15232.1;3914;49.0;128.3
20653961;M;28.10.17;3831.3;1671;0.0;104.0
20653961;M;28.10.17;3394.5;2570;944.0;164.7
20653961;M;28.10.17;4046.3;1495;49.0;96.7
20653961;M;27.10.17;4661.7;1829;16.0;89.6
20653961;M;26.10.17;3453.4;1783;251.0;
20653961;M;25.10.17;11458.0;3689;136.0;118.9
20653961;M;23.10.17;12065.9;3353;37.0;128.1
20653961;M;22.10.17;8992.7;2590;48.0;116.0
20653961;M;20.10.17;8299.2;3331;30.0;104.5
20653961;M;18.10.17;8847.0;2980;2.0;109.8
20653961;M;17.10.17;9790.3;2749;29.0;122.7
20653961;M;16.10.17;9575.9;2639;31.0;130.9
20653961;M;15.10.17;8928.4;2256;197.0;166.7
20653961;M;15.10.17;4185.8;1916;12.0;106.0
20653961;M;13.10.17;12876.4;5634;473.0;110.6
20653961;M;08.10.17;1920.4;401;21.0;164.2
20653961;M;08.10.17;1559.8;527;19.0;121.2
20653961;M;08.10.17;11249.7;3012;509.0;163.2
20653961;M;07.10.17;14981.0;3499;324.0;164.6
20653961;M;07.10.17;2697.5;1020;28.0;110.3
20653961;M;04.10.17;8049.2;3073;59.0;93.5
20653961;M;02.10.17;7851.7;3001;19.0;87.3
20653961;M;01.10.17;8646.0;1963;105.0;161.3
20653961;M;01.10.17;2321.9;1067;6.0;96.1
20653961;M;30.09.17;3186.6;1922;7.0;80.8
20653961;M;29.09.17;7559.7;2882;46.0;89.0
20653961;M;27.09.17;3258.3;1224;9.0;100.7
20653961;M;27.09.17;11344.3;3413;16.0;124.6
20653961;M;26.09.17;10289.8;3369;38.0;99.0
20653961;M;25.09.17;5806.0;2380;19.0;86.9
20653961;M;24.09.17;10026.0;2214;113.0;160.5
20653961;M;24.09.17;3388.0;1211;31.0;107.5
20653961;M;22.09.17;1416.0;613;0.0;91.9
20653961;M;22.09.17;6840.1;2217;211.0;124.6
20653961;M;22.09.17;2122.8;902;26.0;87.7
20653961;M;20.09.17;10119.2;3822;174.0;110.1
20653961;M;18.09.17;8501.9;3306;30.0;87.3
20653961;M;17.09.17;8825.6;2301;23.0;140.7
20653961;M;17.09.17;4214.9;1308;12.0;117.8
20653961;M;16.09.17;5393.9;2582;112.0;90.8
20653961;M;14.09.17;9305.3;3238;319.0;124.5
20653961;M;14.09.17;3701.9;1255;8.0;101.4
20653961;M;12.09.17;9505.6;3228;31.0;103.9
20653961;M;10.09.17;14151.5;3689;209.0;154.3
20653961;M;09.09.17;14962.5;3895;160.0;164.7
20653961;M;08.09.17;4495.5;1631;5.0;94.5
20653961;M;06.09.17;10890.1;3824;47.0;114.5
20653961;M;04.09.17;6699.3;2239;25.0;104.7
20653961;M;03.09.17;12701.1;4204;908.0;158.7
20653961;M;01.09.17;13543.3;3932;43.0;123.6
20653961;M;30.08.17;9692.7;3210;164.0;122.4
20653961;M;25.08.17;8648.1;2767;514.0;169.1
20653961;M;24.08.17;5408.0;1707;16.0;117.1
20653961;M;23.08.17;7788.2;2583;25.0;106.4
20653961;M;21.08.17;10441.2;3013;45.0;134.8
20653961;M;19.08.17;5012.0;1039;0.0;167.4
20653961;M;19.08.17;3401.3;1147;30.0;111.3
20653961;M;18.08.17;10815.2;3612;176.0;121.0
20653961;M;17.08.17;15034.8;4377;42.0;123.1
20653961;M;14.08.17;8997.5;2971;29.0;133.9
20653961;M;13.08.17;4570.1;1631;20.0;103.6
20653961;M;12.08.17;7444.0;1726;101.0;173.6
20653961;M;11.08.17;6545.5;2181;44.0;112.6
20653961;M;09.08.17;6656.7;2515;58.0;96.4
20653961;M;06.08.17;23176.8;6059;202.0;166.1
20653961;M;03.08.17;10994.2;3225;211.0;136.2
20653961;M;30.07.17;9700.7;3317;46.0;123.4
20653961;M;28.07.17;11499.9;3337;43.0;126.8
20653961;M;26.07.17;5173.9;1960;26.0;95.7
20653961;M;15.07.17;73876.7;39663;4420.0;
20653961;M;14.07.17;4173.4;1618;0.0;100.1
20653961;M;12.07.17;5634.7;2096;4.0;
20653961;M;11.07.17;8658.9;2632;14.0;116.1
20653961;M;09.07.17;11673.8;8042;347.0;
20653961;M;04.07.17;10871.7;3735;163.0;117.2
20653961;M;01.07.17;14272.1;6414;402.0;109.3
20653961;M;30.06.17;13380.8;4990;408.0;129.0
20653961;M;28.06.17;7408.2;3274;17.0;93.4
20653961;M;27.06.17;9786.9;3216;29.0;118.6
20653961;M;24.06.17;27174.9;13863;1918.0;110.8
20653961;M;23.06.17;9985.5;3424;472.0;135.3
20653961;M;19.06.17;1762.0;641;45871;112.7
20653961;M;19.06.17;4552.0;1949;402.6;149.4
20653961;M;19.06.17;5402.8;1900;39.4;110.4
20653961;M;17.06.17;9446.4;3550;863.3;135.5
